"ID","Author Name","Author Channel URL","Public","Published","Comment","Likes","Comment URL"
"UgzBg72PZNzpRFKbTQZ4AaABAg","BRYANCOD","https://www.youtube.com/channel/UCAnVz3jVaYutv9E02ThjEmw","true","2020-03-18 11:13:20","bad guy","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzBg72PZNzpRFKbTQZ4AaABAg"
"UgyfPlu2-mgiIFkkqG94AaABAg","AlexThePancakeMan","https://www.youtube.com/channel/UCxuCbid86Lw9RlRPkPN2A_g","true","2020-03-18 11:13:20","DOESNT ANYONE ELSE HEAR BAD GUY BY BILLY EYELISH IN THE BG","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgyfPlu2-mgiIFkkqG94AaABAg"
"Ugy-NcZpceWiov-28iB4AaABAg","Typicalcringekid","https://www.youtube.com/channel/UCJSSjWFTm-9d8xFWpuUXgAw","true","2020-03-18 11:13:20","2098: Galaxy X:Paper","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugy-NcZpceWiov-28iB4AaABAg"
"UgySP0kpbRjkxrOEJxl4AaABAg","Rahul Dev","https://www.youtube.com/channel/UCF40HHr1T_BJBrBRMuwMApA","true","2020-03-18 11:13:20","Tempered glass are also different for this phone","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgySP0kpbRjkxrOEJxl4AaABAg"
"Ugx43HJrQ7J45HP3YIt4AaABAg","BluesBo","https://www.youtube.com/channel/UCRMqaSzsX_xQKtxvtca34Mg","true","2020-03-18 11:13:20","At the end they will delay it like it the other one lol","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugx43HJrQ7J45HP3YIt4AaABAg"
"UgzQQsjmACErUWN5bwF4AaABAg","beemerboomer","https://www.youtube.com/channel/UClzAyLCu2S4fPZGpHaGSMqA","true","2020-03-18 11:13:20","Once the bubble camera leaves, I’ll switch","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzQQsjmACErUWN5bwF4AaABAg"
"Ugz6d_ZBf9T95dAzTI94AaABAg","Kumotta Kun","https://www.youtube.com/channel/UCgw3kHxTjiKXsCG0QcxfhuA","true","2020-03-18 11:13:20","For a non mega-fan of Billie, I was wracking my brain what the bg song was playing having heard of it before. I was mind racing on my own before the video states what song it was (which they didn't- videos normally do). Then it clicked that it was Bad Guy and my mind was finally chill from the adrenaline. Alright alright. Thanks for listening to my tedtalk 😂😂","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugz6d_ZBf9T95dAzTI94AaABAg"
"UgxLp-EwYDtslQ2K4HV4AaABAg","동글이","https://www.youtube.com/channel/UCvKCEw36gWAHE5btfxGZr7A","true","2020-03-18 11:13:20","삼성이 한국꺼라는게 자랑스럽다...","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxLp-EwYDtslQ2K4HV4AaABAg"
"UgwP3NTA_18MmytL_BF4AaABAg","Tweedy Naima50","https://www.youtube.com/channel/UCcyRtV6E7XBQ1vvDSb-b8vQ","true","2020-03-18 11:13:20","My grandpa be like *These darn magical walkie talkie devices just keeps getting weirder and weirder*","1","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgwP3NTA_18MmytL_BF4AaABAg"
"Ugzj8bEmP3EnGCHssaF4AaABAg","Artem Tkhapa","https://www.youtube.com/channel/UC9pTBpRrwk9rB5YbkByQCVw","true","2020-03-18 11:13:20","wheres zack at?","1","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugzj8bEmP3EnGCHssaF4AaABAg"
"Ugw3TClIOaqd3Vk45dV4AaABAg","drash04 Music","https://www.youtube.com/channel/UC58MItX-JZrEES92ge8DfWA","true","2020-03-18 11:13:20","Samsung: *Introduces Z Flip*

Apple: Now what?","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugw3TClIOaqd3Vk45dV4AaABAg"
"UgxS_fGcfI4Gm7A3K7J4AaABAg","Prama Rusdiansyah","https://www.youtube.com/channel/UCa5NQmqhZrr0BjQB1VMyJ7Q","true","2020-03-18 11:13:20","2020: Samsung Galaxy Z Flip



*2050: Samsung Galaxy Z Origami*","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxS_fGcfI4Gm7A3K7J4AaABAg"
"UgxdmWWmxxuPeNULZwF4AaABAg","วริษฐ์ อินทรีย์วงศ์","https://www.youtube.com/channel/UCwtxMONHzHtNXvVpASYpICw","true","2020-03-18 11:13:20","This is more like the Gameboy Advance SP + NDS with Android...","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxdmWWmxxuPeNULZwF4AaABAg"
"Ugwkz1C8pldy7BwdvwB4AaABAg","ADS","https://www.youtube.com/channel/UCaPL9kINzYp7245xsc4q_lg","true","2020-03-18 11:13:20","Whaaat they used the song bad guy","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugwkz1C8pldy7BwdvwB4AaABAg"
"UgxtJD57R5NEG3FExvR4AaABAg","Shreyas Pavan","https://www.youtube.com/channel/UCI1hOpJ0lpVXkcnTnC3dHDg","true","2020-03-18 11:13:20","I am the bad guy","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxtJD57R5NEG3FExvR4AaABAg"
"UgyPanQzHCUd4ue8FkV4AaABAg","Osman Kavtelek","https://www.youtube.com/channel/UCza-bDR0y-AnGFYT77C39vw","true","2020-03-18 11:13:20","2070 
Samsung:Let's maje a elastic phine","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgyPanQzHCUd4ue8FkV4AaABAg"
"UgxgEm-unjkZbXdXYfx4AaABAg","Edjail Mendes","https://www.youtube.com/channel/UCblYJMqu_rsO-nGQkKSpXbw","true","2020-03-18 11:13:20","M🌊rvelous and Authentic Phone 😎","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxgEm-unjkZbXdXYfx4AaABAg"
"UgxS4coBIjyNjoW1doV4AaABAg","JJH0704","https://www.youtube.com/channel/UCgHtOsJAH4qYaOVh0foiYHg","true","2020-03-18 11:13:20","New Nintendo DS Phone in 2020","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxS4coBIjyNjoW1doV4AaABAg"
"UgxixCeiSgWApz9qj7B4AaABAg","oww lei","https://www.youtube.com/channel/UCjhKyF4CvHnPaoc5Ipywzuw","true","2020-03-18 11:13:20","Anyone notice bad guy aaa","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxixCeiSgWApz9qj7B4AaABAg"
"Ugx6TiF9syjXtcQKRIV4AaABAg","ZA WARUDO MAIDEN HEAVEN","https://www.youtube.com/channel/UCfun-3LyhpNJ0rwcVGWMGqw","true","2020-03-18 11:13:20","This is so ugly tho lol....the Motorola Razr looks better","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugx6TiF9syjXtcQKRIV4AaABAg"
"UgyR3tNF16oToJCAR5d4AaABAg","Thunder V","https://www.youtube.com/channel/UCKexIIR5iXkMtNYx5V8qtmA","true","2020-03-18 11:13:20","I hear bad guy music","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgyR3tNF16oToJCAR5d4AaABAg"
"UgzwH0VWpJRb-Bv3TRd4AaABAg","Mr Spoldge","https://www.youtube.com/channel/UCLgnambTeBYuzbb6wA5mHsA","true","2020-03-18 11:13:20","it’s kinda stuff is what makes me wanna swap to samsumg, I just hope in the future they are a lot cheaper bc I’m not spending 1k in a phone, more like $400-$550, I understand that which phones getting more technical that puts more time and effort and money into the production but c’mon sacrifice some profit so more people buy it, thus making more money in the long run","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzwH0VWpJRb-Bv3TRd4AaABAg"
"Ugyr6B45Ql6LPvu7z5d4AaABAg","soniik2239","https://www.youtube.com/channel/UCOWyKN4-yST0X3XdRP5_6Gg","true","2020-03-18 11:13:20","Very cool but no thanks.","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugyr6B45Ql6LPvu7z5d4AaABAg"
"UgyITm5LqHWmh1hP_z54AaABAg","jinieverse","https://www.youtube.com/channel/UCCnZ-LgpMq36z4IFKjcGGPA","true","2020-03-18 11:13:20","I hope the camera will be better than iPhone 🤣","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgyITm5LqHWmh1hP_z54AaABAg"
"UgzCU81A72dEZ7duIaB4AaABAg","Keith Carter","https://www.youtube.com/channel/UC_xeketIX7C6IXn0aErWnbg","true","2020-03-18 11:13:20","No one can beat the Galaxy A80 BLACKPINK edition!","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzCU81A72dEZ7duIaB4AaABAg"
"UgzXf4nXakw8Ms0Qdjd4AaABAg","PANDIE TI","https://www.youtube.com/channel/UCoOwth7cAp01ececLs5yjjg","true","2020-03-18 11:13:20","This is the biggest technology from samsung for the phone's future","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzXf4nXakw8Ms0Qdjd4AaABAg"
"Ugx8saUoSVaeg4bJ7wd4AaABAg","Micks Cool Videos","https://www.youtube.com/channel/UCXdoGm3Mi8u1J848sms6cuw","true","2020-03-18 11:13:20","Samsung:talking about Z Flip
Me:Not minding the narrator just listening to Bad guy","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugx8saUoSVaeg4bJ7wd4AaABAg"
"UgyiLQceZqLs5qBAx994AaABAg","EnchGA","https://www.youtube.com/channel/UCoGm_1DzPv_mfLlZ6JnMLCg","true","2020-03-18 11:13:20","the English subs are broken","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgyiLQceZqLs5qBAx994AaABAg"
"UgywZvRebiRl7ZoVh6F4AaABAg","Leif","https://www.youtube.com/channel/UClDjdx_fOh1q-A7AHXHogSQ","true","2020-03-18 11:13:20","Z-Flip isn’t just a smartphone, it’s a smart Nintendo ds","1003","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgywZvRebiRl7ZoVh6F4AaABAg"
"UgwdzXFgnYmXGNGZ-uZ4AaABAg","Krishan Nimesh","https://www.youtube.com/channel/UC-Z5-WcehPK3BrPe_fd9eOA","true","2020-03-18 11:13:20","great but im still not gonna buy it","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgwdzXFgnYmXGNGZ-uZ4AaABAg"
"UgyrfLR5GLAUrwACcop4AaABAg","awkc 63","https://www.youtube.com/channel/UCnS4wBSNdD1Kz0QWZBPLB6Q","true","2020-03-18 11:13:20","Does it scratch at a level 6 with deeper grooves at a level 7?","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgyrfLR5GLAUrwACcop4AaABAg"
"UgxnP4UZeEF6rz9mbMB4AaABAg","tm k","https://www.youtube.com/channel/UCrGgBqKfN4mt_jukQYcdtXw","true","2020-03-18 11:13:20","1:11 who's him","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxnP4UZeEF6rz9mbMB4AaABAg"
"Ugz3UwMDjwgN_NbaSy94AaABAg","Raphael Michael Giuroiu","https://www.youtube.com/channel/UCQZ7rUl4wzzD00eAwf8se7A","true","2020-03-18 11:13:20","I just bought a phone and now this..  I want this so bad just cause it looks like a Nintendo SP","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugz3UwMDjwgN_NbaSy94AaABAg"
"UgzWi77DIFDSxp73LaR4AaABAg","IT’S MANFLOW C","https://www.youtube.com/channel/UChaeTWKgVY-3dc2Xucs1BOg","true","2020-03-18 11:13:20","Okkkkk but this is reminded me of that phone that totally spies used to have 😂😂😂😂😂😂","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzWi77DIFDSxp73LaR4AaABAg"
"UgxjyFH2O2LI_ZhHXmR4AaABAg","Hiranya Shashi Kelum","https://www.youtube.com/channel/UCd1obtyR5JiZsUpB8sbs4Ug","true","2020-03-18 11:13:20","#JerryRingEverything are you ready 😋💪","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxjyFH2O2LI_ZhHXmR4AaABAg"
"UgxHc7WLNxONT6Bk8_h4AaABAg","HG人 BRØLY","https://www.youtube.com/channel/UChMqeChiObDH2zwkVNQxwPA","true","2020-03-18 11:13:20","Billie Eilish wants to know your location 😂❣️✌️ btw awesome device","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxHc7WLNxONT6Bk8_h4AaABAg"
"UgxS-VNWPlA1hTcIduZ4AaABAg","just E","https://www.youtube.com/channel/UCPsH8qkiTgETH6t_W0tBXYw","true","2020-03-18 11:13:20","Song play it: *_bad guy_*","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxS-VNWPlA1hTcIduZ4AaABAg"
"UgwsiSIY2PTO010qDpF4AaABAg","Deep Bhui","https://www.youtube.com/channel/UCKuqfL-aKn6yAFq9j5rSOgQ","true","2020-03-18 11:13:20","Price is not that cool :(","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgwsiSIY2PTO010qDpF4AaABAg"
"UgwxRjJ81SukjxMdYYZ4AaABAg","SacredSapphireGaming [SSG]","https://www.youtube.com/channel/UCdL5wlJXy7LTC5GodKS_YgQ","true","2020-03-18 11:13:20","Bad guy","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgwxRjJ81SukjxMdYYZ4AaABAg"
"UgwgtE_7AdlzaZR5AuB4AaABAg","Anxyte","https://www.youtube.com/channel/UCsMFNVCDmqEwzlfqP8JwuFw","true","2020-03-18 11:13:20","When i heard the eyelash music i disliked it","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgwgtE_7AdlzaZR5AuB4AaABAg"
"Ugy2IfEq5FrSl8fXuXZ4AaABAg","Shafi otra vez","https://www.youtube.com/channel/UCbqbflI1oE9PKyzAMqHRzRA","true","2020-03-18 11:13:20","Apple : What did you guys make? 
Samsung : Cause we are bad guys 😎","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugy2IfEq5FrSl8fXuXZ4AaABAg"
"UgwQKl9Oe0Q5kL2QSpl4AaABAg","/RaFaEl \","https://www.youtube.com/channel/UCKPSYyitm5pULDiKNW_3q8w","true","2020-03-18 11:13:20","I'm a Bad Guyyy","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgwQKl9Oe0Q5kL2QSpl4AaABAg"
"UgwdAvLfVQ3tPTIXFFx4AaABAg","Art》","https://www.youtube.com/channel/UCN6LZgVMqQN9mC48nsGtU4A","true","2020-03-18 11:13:20","IM THE BADDDD GUYYY","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgwdAvLfVQ3tPTIXFFx4AaABAg"
"Ugy6dct9XPHo9klLLg54AaABAg","just a normal person","https://www.youtube.com/channel/UC4Vv19W16x1LtGfxawCyOEw","true","2020-03-18 11:13:20","It's just the flip phone with touch screen keyboard","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugy6dct9XPHo9klLLg54AaABAg"
"UgxCOr72MuMhcbOBmxR4AaABAg","Ben K.","https://www.youtube.com/channel/UC66LCrV1z6uANIKLhIengdQ","true","2020-03-18 11:13:20","I thought the whole point of the Galaxy Fold was to be able to fit a phone that’s the size of a tablet in your pocket. This new one defeats the purpose.","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxCOr72MuMhcbOBmxR4AaABAg"
"UgyGqTqOTA4spMnlvSl4AaABAg","ElmFilm","https://www.youtube.com/channel/UCkNWMOUib-DVYqeiz3kl0HQ","true","2020-03-18 11:13:20","Wonderful👍👍","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgyGqTqOTA4spMnlvSl4AaABAg"
"UgwqCD_mVK5h2hvfktl4AaABAg","ElmFilm","https://www.youtube.com/channel/UCkNWMOUib-DVYqeiz3kl0HQ","true","2020-03-18 11:13:20","Super desgin","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgwqCD_mVK5h2hvfktl4AaABAg"
"UgyNkeWVXsVMXeXzTrx4AaABAg","meme meboy","https://www.youtube.com/channel/UCY3pgJtvI-AqIB1CH9KkxIA","true","2020-03-18 11:13:20","Phone of the year call it","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgyNkeWVXsVMXeXzTrx4AaABAg"
"Ugzp2d4l5Uc8UUuIHUV4AaABAg","Karthick Sriram Manickavel","https://www.youtube.com/channel/UCkXHyBAXKj-a3jg-5jYdhCQ","true","2020-03-18 11:13:20","I wish they'd used a colour that wasn't so purple","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugzp2d4l5Uc8UUuIHUV4AaABAg"
"UgxA1b6hOgDNAG9aBGZ4AaABAg","Vace_GG Yt","https://www.youtube.com/channel/UCACLA2NU0jlIGZSL8jr5kDA","true","2020-03-18 11:13:20","Back to flip phone era","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxA1b6hOgDNAG9aBGZ4AaABAg"
"UgycoD2A0c2BdFSINKl4AaABAg","willhe","https://www.youtube.com/channel/UC-zAlwlnPU_qTzEPQ4nfoTA","true","2020-03-18 11:13:20","Is this really necessary?","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgycoD2A0c2BdFSINKl4AaABAg"
"Ugw4OOX-_HmkYQoJFfB4AaABAg","Aryan Raveshia","https://www.youtube.com/channel/UCuWqufFWaYh6-zig2WOLFXw","true","2020-03-18 11:13:20","One question : why?","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugw4OOX-_HmkYQoJFfB4AaABAg"
"UgzgxEwRHZq-cod9xKN4AaABAg","Vito Casadibari","https://www.youtube.com/channel/UCAECEekIjnOvcuWpVbvtZTA","true","2020-03-18 11:13:20","Oh God BILLIE EILISH","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzgxEwRHZq-cod9xKN4AaABAg"
"UgzicMtdq3OK9vdlXUR4AaABAg","Shafiq Nafiy","https://www.youtube.com/channel/UCMCH5Kq-wTWqt5N8xNbM6GQ","true","2020-03-18 11:13:20","Breaking Bad approves this. W.W.","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzicMtdq3OK9vdlXUR4AaABAg"
"UgwV2U9KIkDw8b5VEQ14AaABAg","Nixon Masih","https://www.youtube.com/channel/UCg7nFNge6ntbdktIyYFlaGA","true","2020-03-18 11:13:20","Yeah i don’t care

Apple is better","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgwV2U9KIkDw8b5VEQ14AaABAg"
"UgzMM0ZD_jwLTTAzfR14AaABAg","Rahulk Mukundan","https://www.youtube.com/channel/UCm04I4iKfPLcHuJjNzYoGKw","true","2020-03-18 11:13:20","SAMSUNG: When opens it double in size.
ME: wow i never thought about  that","237","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzMM0ZD_jwLTTAzfR14AaABAg"
"UgzGiJDY2zfgOJ-mtGJ4AaABAg","Shelly McTurtle","https://www.youtube.com/channel/UCNT1h9Z69uCteAlvjdZMNeA","true","2020-03-18 11:13:20","Next thing we know is that Apple are gonna copy it and make 10x more expensive.","1","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzGiJDY2zfgOJ-mtGJ4AaABAg"
"UgzvH6JWTZ07S3ysITF4AaABAg","Amrut Katigar","https://www.youtube.com/channel/UCj6d6wLkOPu5SE50RfE6jHQ","true","2020-03-18 11:13:20","Temper glass makers be like 🙄","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzvH6JWTZ07S3ysITF4AaABAg"
"UgyJI8kkBwiXqIAAKx54AaABAg","gamer boy","https://www.youtube.com/channel/UCJFXyQxSyoQsT63ea7sQqAg","true","2020-03-18 11:13:20","Is it waterproof","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgyJI8kkBwiXqIAAKx54AaABAg"
"Ugy_tXCGcOXPtjS-sox4AaABAg","•robloxloverfive•","https://www.youtube.com/channel/UCa_LJ0n2s9epIIq2Swwb-Lg","true","2020-03-18 11:13:20","Bad guy?","1","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugy_tXCGcOXPtjS-sox4AaABAg"
"UgwYRKFZ9vTuhZiIzyN4AaABAg","Tamajit Sardar","https://www.youtube.com/channel/UClfYWahUNilJoPkY6zRkMXA","true","2020-03-18 11:13:20","Amazing","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgwYRKFZ9vTuhZiIzyN4AaABAg"
"UgzbytptUh6B4u9cD2B4AaABAg","Tamajit Sardar","https://www.youtube.com/channel/UClfYWahUNilJoPkY6zRkMXA","true","2020-03-18 11:13:20","Yooooooooo phone","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzbytptUh6B4u9cD2B4AaABAg"
"UgzCZrfcXnQMf5Xx3LN4AaABAg","Anshul Khandelwal","https://www.youtube.com/channel/UCJXXFEOiVKJgGXr055fklPw","true","2020-03-18 11:13:20","If any company wants their product to be sold, They should have shown the use of that.🧐
Why they haven't added them in this video?","1","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzCZrfcXnQMf5Xx3LN4AaABAg"
"Ugw4EW2R1J04n8ZkAH14AaABAg","Omkar Vaity","https://www.youtube.com/channel/UCd_AeuWzk6QBHpZTCKZEMiQ","true","2020-03-18 11:13:20","Brooo that's like a smol laptop but a lot more portable and Android ❤️❤️","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugw4EW2R1J04n8ZkAH14AaABAg"
"UgwXuko4BgcxDpuuCx94AaABAg","Allan Bruce","https://www.youtube.com/channel/UCW5eW_413ye87D-nmPL88GQ","true","2020-03-18 11:13:20","Nope. This is stupid.","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgwXuko4BgcxDpuuCx94AaABAg"
"UgzM7_UAXgWxtNqM3T54AaABAg","LU-RHK4F NIZAM","https://www.youtube.com/channel/UCsxwJRRQjLW5_91-IDuzoMA","true","2020-03-18 11:13:20","funny","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzM7_UAXgWxtNqM3T54AaABAg"
"UgwBZM6jXzPAasp8bpJ4AaABAg","BLUERAYFALCON LEGO GAMING CREATIONS","https://www.youtube.com/channel/UCtWcMrrLnEeQO9yHYfd6Oyg","true","2020-03-18 11:13:20","JERRYRIGEVERYTHING: “Because glass is glass and glass breaks”","374","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgwBZM6jXzPAasp8bpJ4AaABAg"
"UgwK_y6B_pcRtsgX-Dp4AaABAg","Aditya Kurdunkar","https://www.youtube.com/channel/UCktCBaEiODPZdTMax8u1jiA","true","2020-03-18 11:13:20","*thanks god they didn't turn off the comments for this video*","1","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgwK_y6B_pcRtsgX-Dp4AaABAg"
"Ugy1-nMt-SGFjmLeGz14AaABAg","Maria Cho","https://www.youtube.com/channel/UCi0Ce72wF6nLEQDraeQUtJQ","true","2020-03-18 11:13:20","How about phone case!?","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugy1-nMt-SGFjmLeGz14AaABAg"
"UgyoZUJIaWWJv-Jyyyx4AaABAg","Tanjila Afroz","https://www.youtube.com/channel/UCeuKy-JP9xaBLqcshBefPXw","true","2020-03-18 11:13:20","Samsung Galaxy phone is wow","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgyoZUJIaWWJv-Jyyyx4AaABAg"
"UgxJYSyXBcPJaQpM5bZ4AaABAg","nourelle calam","https://www.youtube.com/channel/UClTYNdZ484iCjKzNzbtxl8w","true","2020-03-18 11:13:20","So no one's acknowledging just how catchy and entertaining this introduction is? Bad Guy on the background made it so fun to watch. ❤️ and of course, amazing phone.","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxJYSyXBcPJaQpM5bZ4AaABAg"
"Ugyhw4jum9yl_AIzOfZ4AaABAg","GRX","https://www.youtube.com/channel/UCkCMP4kWLkbr8wsEZM64tnw","true","2020-03-18 11:13:20","Physics books in 2021: How to fold glass?","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugyhw4jum9yl_AIzOfZ4AaABAg"
"Ugyo4kL1IHX31k8REnx4AaABAg","goodgreatlife","https://www.youtube.com/channel/UCcDdUZBy3eZlQz1yFWnETug","true","2020-03-18 11:13:20","Would take 6 months for xiomi and realme to copy it 😁","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugyo4kL1IHX31k8REnx4AaABAg"
"UgyxEfCfemB3pa1Vs3V4AaABAg","이우현","https://www.youtube.com/channel/UC26gfw6QnrY2ceJ37ipTIoA","true","2020-03-18 11:13:20","Then that useless after fold it.","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgyxEfCfemB3pa1Vs3V4AaABAg"
"UgxtSDQ8Ra_I8GRQV9Z4AaABAg","Тэфф","https://www.youtube.com/channel/UCyv3pEO6gZKqQJxGIeIOihQ","true","2020-03-18 11:13:20","Nokia 3310 in 2000: Now im worst phone.Nobody love me.
Samsung in 2020:Are you want support?","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxtSDQ8Ra_I8GRQV9Z4AaABAg"
"UgxNc_JIGwDtI1LqrQp4AaABAg","Wilfried BAYE","https://www.youtube.com/channel/UCiSn9NKOuTdhqq4fI7e8XQg","true","2020-03-18 11:13:20","As i’m the only one you see that’s ugly?","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgxNc_JIGwDtI1LqrQp4AaABAg"
"UgzOVQt6ULKcPG_dx794AaABAg","EvoliTV","https://www.youtube.com/channel/UCc9rE6USRgKt72dctw3ymJQ","true","2020-03-18 11:13:20","Did Samsung reinvented the Game Boy Advance SP?","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgzOVQt6ULKcPG_dx794AaABAg"
"Ugw53qRfrPdwU4PFYbl4AaABAg","Gouri Sankar Bhuyan","https://www.youtube.com/channel/UC7INCid8YBE8zojP6inpjUw","true","2020-03-18 11:13:20","But why?","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugw53qRfrPdwU4PFYbl4AaABAg"
"Ugz-YF7eh_6xq4gJjot4AaABAg","L1m3","https://www.youtube.com/channel/UC4TAwQQT-8GZWQoPsOFN9GA","true","2020-03-18 11:13:20","The most Bristish ads ever by Samsung.","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugz-YF7eh_6xq4gJjot4AaABAg"
"Ugwc6o8sgSGYg5wZNZF4AaABAg","cRaZy cUpCaKE","https://www.youtube.com/channel/UChjIoWb-L2dYFztqJEis_yw","true","2020-03-18 11:13:20","2000: trying to get rid of flip phones
2020: bringing back flip phones","700","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugwc6o8sgSGYg5wZNZF4AaABAg"
"Ugys354J03xNl4xPKft4AaABAg","Gouri Sankar Bhuyan","https://www.youtube.com/channel/UC7INCid8YBE8zojP6inpjUw","true","2020-03-18 11:13:20","Its L flip. Z flip is way to come","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=Ugys354J03xNl4xPKft4AaABAg"
"UgyKL87wvwlTMvTSbfh4AaABAg","ryan ahmad augi","https://www.youtube.com/channel/UC-S3EmF9z0x7q9C9BqZndXw","true","2020-03-18 11:13:20","Best smartphone ever.","0","https://www.youtube.com/watch?v=Sx9ibZLwVNE&lc=UgyKL87wvwlTMvTSbfh4AaABAg"
